CODIGOFATURA,DATAFATURA,DATAPAGAMENTO,VALOR,CODIGOITEM,QUANTIDADE,SUBTOTAL,PRECOUNITARIO,VENDEDOR,CLIENTE,PRODUTO
36,16/03/2011,17/03/2011,"2472,45",166,1,"8,99","8,99",Maria  Yang,Spoint Sistemas de Informação,Cooler Master Red LED Case Fan
99,29/06/2011,01/07/2011,"2472,45",395,1,"8,99","8,99",Maria  Yang,Levester Tecnologia,Cooler Master Red LED Case Fan
59,18/04/2011,22/04/2011,"2624,93",251,7,"62,93","8,99",Emili  Mcdonald,Tadoo,Cooler Master Red LED Case Fan
157,24/10/2011,25/10/2011,"3004,67",614,7,"349,93","49,99",Benedito  Perry,Agilvee,Inch Midtower Case
134,01/09/2011,04/09/2011,"3584,46",532,1,"749,99","749,99",Maria  Yang,Agilvee,GeForce GTX 590 Classified
142,21/09/2011,22/09/2011,"2151,09",564,1,"8,99","8,99",José  Gardner,Digister,Cooler Master Red LED Case Fan
28,03/03/2011,06/03/2011,"318,67",143,1,"61,98","61,98",Aladdin  Blackwell,Truing Tecnologia,ATX Motherboard
71,13/05/2011,19/05/2011,"1044,58",295,2,"17,98","8,99",Emili  Mcdonald,Truing Tecnologia,Cooler Master Red LED Case Fan
2,11/01/2011,12/01/2011,"2434,29",7,4,"800,8","200,2",Maria  Yang,Tadoo,PCI Express 2.0 2DVI
103,06/07/2011,08/07/2011,"1459,7",417,4,"35,96","8,99",Emili  Mcdonald,Roozio Informática,Cooler Master Red LED Case Fan
19,17/02/2011,23/02/2011,"930,47",108,1,39,39,Maria  Yang,Kaify,USB Portable Sound Card / Dac
104,06/07/2011,10/07/2011,"1784,97",421,1,39,39,Emili  Mcdonald,Spoint Sistemas de Informação,USB Portable Sound Card / Dac
8,28/01/2011,29/01/2011,"1582,16",49,1,"61,98","61,98",José  Gardner,Spoint Sistemas de Informação,ATX Motherboard
4,16/01/2011,19/01/2011,"1478,64",29,1,"749,99","749,99",Emili  Mcdonald,Kaify,GeForce GTX 590 Classified
135,02/09/2011,08/09/2011,"1763,14",536,1,399,399,Emili  Mcdonald,Roozio Informática,i7-2700K 3.5 GHz LGA 1155 Processor
88,12/06/2011,15/06/2011,"898,44",361,1,"200,2","200,2",José  Gardner,Agilvee,PCI Express 2.0 2DVI
182,03/12/2011,07/12/2011,"1040,95",698,2,"400,4","200,2",Emili  Mcdonald,Tadoo,PCI Express 2.0 2DVI
43,31/03/2011,01/04/2011,"1148,41",198,2,"99,98","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
2,11/01/2011,12/01/2011,"2434,29",9,1,"61,98","61,98",José  Gardner,Roozio Informática,ATX Motherboard
105,08/07/2011,09/07/2011,"3850,79",429,1,"749,99","749,99",José  Gardner,Truing Tecnologia,GeForce GTX 590 Classified
151,10/10/2011,12/10/2011,"1282,36",598,1,399,399,José  Gardner,Triloo Assistência Técnica,i7-2700K 3.5 GHz LGA 1155 Processor
8,28/01/2011,29/01/2011,"1582,16",48,1,39,39,Maria  Yang,Spoint Sistemas de Informação,USB Portable Sound Card / Dac
106,08/07/2011,12/07/2011,"3850,79",435,1,399,399,Maria  Yang,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
135,02/09/2011,08/09/2011,"1763,14",535,1,399,399,Emili  Mcdonald,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
186,10/12/2011,13/12/2011,"1964,58",708,2,"123,96","61,98",Emili  Mcdonald,Digister,ATX Motherboard
24,26/02/2011,27/02/2011,"2352,58",128,2,798,399,Maria  Yang,Triloo Assistência Técnica,i7-2700K 3.5 GHz LGA 1155 Processor
48,04/04/2011,05/04/2011,"729,61",215,2,798,399,Maria  Yang,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
89,13/06/2011,16/06/2011,"660,65",363,2,798,399,Maria  Yang,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
46,02/04/2011,05/04/2011,"5141,67",209,6,2394,399,Benedito  Perry,Truing Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
1,06/01/2011,07/01/2011,"5141,67",2,6,2394,399,Emili  Mcdonald,Spoint Sistemas de Informação,i7-2700K 3.5 GHz LGA 1155 Processor
13,04/02/2011,07/02/2011,"2755,68",73,1,"8,99","8,99",Emili  Mcdonald,Triloo Assistência Técnica,Cooler Master Red LED Case Fan
130,26/08/2011,27/08/2011,"650,74",518,1,"61,98","61,98",Maria  Yang,Roozio Informática,ATX Motherboard
150,07/10/2011,09/10/2011,"2363,57",590,1,39,39,José  Gardner,Roozio Informática,USB Portable Sound Card / Dac
96,23/06/2011,27/06/2011,"2662,46",384,2,798,399,Emili  Mcdonald,Agilvee,i7-2700K 3.5 GHz LGA 1155 Processor
103,06/07/2011,08/07/2011,"1459,7",418,1,"61,98","61,98",Maria  Yang,Mecabox Info,ATX Motherboard
2,11/01/2011,12/01/2011,"2434,29",8,1,"61,98","61,98",Emili  Mcdonald,Tadoo,ATX Motherboard
157,24/10/2011,25/10/2011,"3004,67",615,7,2793,399,Maria  Yang,Agilvee,i7-2700K 3.5 GHz LGA 1155 Processor
59,18/04/2011,22/04/2011,"2624,93",252,7,"1401,4","200,2",José  Gardner,Tadoo,PCI Express 2.0 2DVI
92,17/06/2011,18/06/2011,"899,69",374,2,798,399,Maria  Yang,Kaify,i7-2700K 3.5 GHz LGA 1155 Processor
34,15/03/2011,18/03/2011,"574,92",163,2,"99,98","49,99",Emili  Mcdonald,Kaify,Inch Midtower Case
101,04/07/2011,05/07/2011,"2717,09",410,1,"749,99","749,99",Emili  Mcdonald,Truing Tecnologia,GeForce GTX 590 Classified
177,23/11/2011,26/11/2011,"1380,78",677,2,"1499,98","749,99",Emili  Mcdonald,Triloo Assistência Técnica,GeForce GTX 590 Classified
33,14/03/2011,17/03/2011,"3962,28",155,2,"99,98","49,99",José  Gardner,Digister,Inch Midtower Case
127,10/08/2011,13/08/2011,"3598,78",506,2,798,399,Emili  Mcdonald,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
16,11/02/2011,14/02/2011,"2464,39",94,3,"600,6","200,2",José  Gardner,Kaify,PCI Express 2.0 2DVI
69,09/05/2011,11/05/2011,"2519,07",288,2,798,399,José  Gardner,Triloo Assistência Técnica,i7-2700K 3.5 GHz LGA 1155 Processor
109,13/07/2011,16/07/2011,"3586,51",443,3,"2249,97","749,99",Emili  Mcdonald,Triloo Assistência Técnica,GeForce GTX 590 Classified
176,22/11/2011,25/11/2011,"570,16",674,2,"1499,98","749,99",José  Gardner,Kaify,GeForce GTX 590 Classified
98,29/06/2011,01/07/2011,"969,93",393,3,"26,97","8,99",Benedito  Perry,Truing Tecnologia,Cooler Master Red LED Case Fan
63,26/04/2011,02/05/2011,"3727,53",267,3,"2249,97","749,99",Maria  Yang,Truing Tecnologia,GeForce GTX 590 Classified
16,11/02/2011,14/02/2011,"2464,39",96,2,"17,98","8,99",Emili  Mcdonald,Levester Tecnologia,Cooler Master Red LED Case Fan
84,05/06/2011,06/06/2011,"1931,09",341,1,"61,98","61,98",Emili  Mcdonald,Tadoo,ATX Motherboard
190,18/12/2011,19/12/2011,"7001,06",724,2,"400,4","200,2",Maria  Yang,Mecabox Info,PCI Express 2.0 2DVI
6,17/01/2011,18/01/2011,"4784,35",35,1,"749,99","749,99",Emili  Mcdonald,Truing Tecnologia,GeForce GTX 590 Classified
146,04/10/2011,06/10/2011,"2056,22",577,1,39,39,Emili  Mcdonald,Roozio Informática,USB Portable Sound Card / Dac
3,15/01/2011,18/01/2011,14228,10,2,"17,98","8,99",Emili  Mcdonald,Agilvee,Cooler Master Red LED Case Fan
129,18/08/2011,19/08/2011,"1049,99",516,1,"49,99","49,99",Maria  Yang,Spoint Sistemas de Informação,Inch Midtower Case
104,06/07/2011,10/07/2011,"1784,97",422,1,39,39,Maria  Yang,Spoint Sistemas de Informação,USB Portable Sound Card / Dac
185,08/12/2011,11/12/2011,"1570,57",706,2,78,39,José  Gardner,Kaify,USB Portable Sound Card / Dac
57,11/04/2011,15/04/2011,"472,94",244,2,"1499,98","749,99",Maria  Yang,Mecabox Info,GeForce GTX 590 Classified
45,01/04/2011,04/04/2011,"829,18",205,1,399,399,Emili  Mcdonald,Agilvee,i7-2700K 3.5 GHz LGA 1155 Processor
182,03/12/2011,07/12/2011,"1040,95",699,3,"2249,97","749,99",José  Gardner,Roozio Informática,GeForce GTX 590 Classified
43,31/03/2011,01/04/2011,"1148,41",199,3,"26,97","8,99",Emili  Mcdonald,Roozio Informática,Cooler Master Red LED Case Fan
122,03/08/2011,06/08/2011,"2594,5",488,2,"400,4","200,2",Emili  Mcdonald,Truing Tecnologia,PCI Express 2.0 2DVI
26,01/03/2011,03/03/2011,"2399,8",131,2,798,399,Emili  Mcdonald,Levester Tecnologia,i7-2700K 3.5 GHz LGA 1155 Processor
137,06/09/2011,07/09/2011,"947,35",544,1,"200,2","200,2",Maria  Yang,Roozio Informática,PCI Express 2.0 2DVI
124,05/08/2011,08/08/2011,"1681,68",499,1,"49,99","49,99",Emili  Mcdonald,Levester Tecnologia,Inch Midtower Case
100,02/07/2011,05/07/2011,"2931,73",407,1,39,39,Maria  Yang,Spoint Sistemas de Informação,USB Portable Sound Card / Dac
16,11/02/2011,14/02/2011,"2464,39",95,2,"99,98","49,99",José  Gardner,Levester Tecnologia,Inch Midtower Case
109,13/07/2011,16/07/2011,"3586,51",444,2,"123,96","61,98",Emili  Mcdonald,Roozio Informática,ATX Motherboard
64,01/05/2011,04/05/2011,"1357,79",270,1,"61,98","61,98",Emili  Mcdonald,Truing Tecnologia,ATX Motherboard
86,08/06/2011,14/06/2011,"779,25",349,1,"49,99","49,99",Emili  Mcdonald,Truing Tecnologia,Inch Midtower Case
72,17/05/2011,19/05/2011,"947,35",299,1,"749,99","749,99",Benedito  Perry,Truing Tecnologia,GeForce GTX 590 Classified
128,14/08/2011,15/08/2011,"641,97",514,1,"749,99","749,99",Maria  Yang,Levester Tecnologia,GeForce GTX 590 Classified
98,29/06/2011,01/07/2011,"969,93",394,4,"2999,96","749,99",Maria  Yang,Kaify,GeForce GTX 590 Classified
63,26/04/2011,02/05/2011,"3727,53",268,4,"247,92","61,98",Emili  Mcdonald,Mecabox Info,ATX Motherboard
10,29/01/2011,01/02/2011,"1434,94",55,2,"123,96","61,98",Aladdin  Blackwell,Spoint Sistemas de Informação,ATX Motherboard
150,07/10/2011,09/10/2011,"2363,57",595,2,"123,96","61,98",José  Gardner,Triloo Assistência Técnica,ATX Motherboard
5,16/01/2011,19/01/2011,"410,38",30,1,399,399,José  Gardner,Triloo Assistência Técnica,i7-2700K 3.5 GHz LGA 1155 Processor
